Tópico de Búsqueda,Video ID,Title,Published At,Duration (min),Views,Likes,Comments,Tags,Description,Channel Title,
Universidad Politecnica de Yucatan,4bS28uoqVMc,Inauguran Laboratorio De IngenieríA En La Universidad PolitéCnica De YucatáN | Tele YucatáN,2023-02-10,2.02,31,0,0,"tele yucatan, tele yucatan te informa, noticias yucatan hoy, yucatan, noticias yucatan, noticias yucatan de hoy, teleyucatan, tele yucatan noticias de hoy, tele yucatán noticias, noticiero tele yucatan, tele yucatán, canal 13 yucatan",Inauguran laboratorio de ingeniería en la Universidad Politécnica de #Yucatán. Las #Noticias más importantes de #Yucatán. 𝗗𝗮𝗹𝗲 𝗠𝗘 𝗚𝗨𝗦𝗧𝗔 𝗲𝗻 𝗙𝗮𝗰𝗲𝗯𝗼𝗼𝗸: http://bit.ly/2SGgY94 Síguenos en Instagram: http://bit.ly/38IGz74 Síguenos en Twitter: http://bit.ly/2Paf2Up Síguenos en TikTok: https://bit.ly/3ncbD93,Tele YucatáN,
Universidad Politecnica de Yucatan,Cga0SdO4G1g,La Universidad PolitéCnica De YucatáN Abrirá Sus Puertas Para Dar A Conocer Su Oferta Educativa,2021-03-22,1.53,18,0,0,"tele yucatan, tele yucatan te informa, yucatán, noticias yucatan hoy, yucatan, noticias yucatan, noticias yucatan de hoy, teleyucatan, tele yucatan noticias de hoy, tele yucatán noticias, noticiero tele yucatan",Las #Noticias más importantes de #Yucatán. Dale ME GUSTA en Facebook: http://bit.ly/2SGgY94 Síguenos en Instagram: http://bit.ly/38IGz74 Síguenos en Twitter: http://bit.ly/2Paf2Up,Tele YucatáN,
Universidad Politecnica de Yucatan,qu-VJgWTVLM,Avances Politecnico En Yucatan,2015-12-29,1.98,14,0,0,,,Sipse Noticias,
Universidad Politecnica de Yucatan,moH-Ce13iJE,Upy AmplíA El Plazo De AdmisióN Para La IngenieríA En Ciberseguridad,2022-07-05,6.13,13,1,0,"tele formula, teleformula, yucatán, noticias, noticiero, mérida, radioformula, radio formula, radio formula yucatan, josé luis preciado, jose luis preciado",Victor Espadas Aldama Rector del Universidad Politecnica de Yucatán #AbriendolaConversación #TeleFórmulaDigital Yucatán,Radio FóRmula YucatáN,
Universidad Politecnica de Yucatan,ky18TMiKIHw,Upy (Universidad PolitéCnica De YucatáN),2019-12-19,3.87,428,16,1,,¿Quieres estudiar en la UPY? Tienes que ver la entrevista que tuvimos con el rector de la Universidad. Escucha la entrevista completa en nuestro Podcast: https://anchor.fm/academia-de-ciencias-exactas/episodes/INGENIERA-EN-DATOS--ROBTICA-COMPUTACIONAL-Y-EN-SISTEMAS-EMBEBIDOS-COMPUTACIONALES-e9jr4g,Aciex MéRida,
Universidad Politecnica de Yucatan,vZytIKcYIyE,Sep Inaugura U. PolitéCnica En YucatáN. Especializada En TecnologíA E InformacióN,2016-11-04,1.3,40,0,0,"noticias michoacán michoacán al día noticias méxico y el mundo nuestravisión, gobierno de michoacán, educación pública, aurelio nuño","Visita Nuestra Pagina Oficial: http://www.nuestravision.com.mx Encuentranos en Twitter: http://www.twitter.com/nuestravision Y en Youtube buscanos como: nnuestravision. *-El secretario de Educación Pública, Aurelio Nuño, inauguró la Universidad Politécnica de Yucatán. Destacó que este modelo cuenta ya con 62 planteles y más de 90 mil alumnos inscritos.",NuestravisióN Noticias,
Universidad Politecnica de Yucatan,U9mSTc8Bs6Q,Upy Universidad PolitéCnica De YucatáN Oferta Educativa,2017-07-12,15.3,131,5,0,"upy, universidad politecnica de yucatan, upy universidad, merida, yucatan, universidades, universidades en yucatan, dana garcia, platicas de cafe con dana garcia, cafe, oferta educativa en yucatan, oferta educativa en merida, oferta educativa",Transmisión especial al Director Académico donde platicamos de la oferta educativa en la UPY así como la obtención de becas.,PláTicas De Salud Con Dana GarcíA,
Universidad Politecnica de Yucatan,hTY5316bOEw,Upy Aereal,2017-03-06,0.87,289,5,0,"upy, universidad, politecnica, yucatán, robótica, computacional, bigdata, data science, embedded, embebidos, sistemas, iot, gobierno, siies",Vistas aéreas de la Universidad Politécnica de Yucatán,UpyucatáN,
Universidad Politecnica de Yucatan,mVMw1BxGKCc,Cientos De JóVenes Participan En La Upy Experience 2019.,2019-02-09,2.88,114,3,0,,CIENTOS DE JÓVENES PARTICIPAN EN LA UPY EXPERIENCE 2019.,Telesur YucatáN,
Universidad Politecnica de Yucatan,7bekHriXDEo,Upy Experience 2018,2018-03-23,2.25,1271,27,1,"#upyexperience18, upy",Revive los mejores momentos de #UPY#UPYExperience18. ¿Qué nos espera el siguiente año? ¡Espéralo!,UpyucatáN,
Universidad Politecnica de Yucatan,oBklVyC3QPI,¡Todo Sobre La Convocatoria Para El Ingreso De AdmisióN A Licenciatura Upy 2020!,2020-01-27,2.95,387,7,0,,"¿Quieres ingresar a la UPY? En este video te decimos los puntos más importantes acerca de convocatoria 2020, ¡muy atentos! Para más detalles visita: https://blog.misionadmision.com/convocatorias/index.html Prepárate con el Curso a distancia de Misión Admisión: https://bit.ly/2QNUB0y Síguenos en nuestras redes sociales: https://www.facebook.com/misionadmision/ https://www.instagram.com/misionadmision/ Envíanos un WhatsApp: https://bit.ly/2Rh30IP",MisióN AdmisióN,
Universidad Politecnica de Yucatan,MPuHiNjOHAM,#Wedesignthefuture - Universidad PolitéCnica De YucatáN,2021-04-27,4.03,1309,32,0,"upy, universidad politécnica, yucatan, politecnica de yucatan, bis, dgutp, cgutp, sistemas embebidos, robótica computacional, datos, ingeniería, data engineer, embedded systems, computational robotics, ai, ia, bigdata, ciencia de datos, internet de las cosas, iot, industria 4.0, tecnologías disruptivas, educación superior, práctica profesional, up yucatan","Primera Institución de Educación Superior en México creada para la formación del talento humano de la Industria 4.0 bajo un modelo Bilingüe, Internacional y Sustentable (BIS). Ubicada en el estado de Yucatán, la UPY es una institución especializada en Tecnologías Disruptivas ofreciendo programas educativos de Ingeniería en Datos, Robótica Computacional y Sistemas Embebidos Computacionales. Conoce más y visita www.upy.edu.mx para mayor información.",UpyucatáN,
Universidad Politecnica de Yucatan,ss8F9LF7wQk,¿Quieres Estudiar En La Upy? éSto Te Interesa | 2020 | Tele YucatáN,2020-04-20,1.3,177,1,1,,¿Quieres estudiar en la #UPY? Las #Noticias más importantes de #Yucatán. Dale ME GUSTA en Facebook: http://bit.ly/2SGgY94 Síguenos en Instagram: http://bit.ly/38IGz74 Síguenos en Twitter: http://bit.ly/2Paf2Up,Tele YucatáN,
Universidad Politecnica de Yucatan,cwyiNDnj87o,43464 YucatáN Contará Con Una Universidad PolitéCnica BilingüE,2015-10-05,2.77,22,0,0,"noticias, merida, yucatan, tizimin, periodico","Más noticias: www.tusitioonline.tv Promovision Noticias : Notivision Un equipo de profesionales de la noticia te informan de los principales acontecimientos en tu ciudad, en tu país y en el mundo. Síguenos en Facebook: https://www.facebook.com/tusitioonline Síguenos en Twitter: https://twitter.com/Tusitioonline Síguenos en Google + : https://plus.google.com/112036840162627939048/posts Portal Oficial: http://promovision.mx/ Todos los derechos reservados PROMOVISION DEL CARIBE SA DE CV....",Promovision Merida,
Universidad Politecnica de Yucatan,RnfGO8s939o,Entrevista Al Rector De La Universidad PolitéCnica De YucatáN,2017-01-12,1.05,38,1,0,,"El Centro de Investigación en Matemáticas (CIMAT) Unidad Mérida, permitirá la formación de jóvenes en las áreas de ciencias de la computación, probabilidad y estadística.",YucatáN Innovador,
Universidad Politecnica de Yucatan,2TnjTllo_RM,Happy 2nd Upyversary!,2018-01-09,1.03,212,9,0,"upy, universidad, politecnica, yucatan, bis, international, computational, robotics, embedded systems, big data, iot, tecnologia, disruptiva, bilingue, internacional, sustentable, ingenieria, datos, sistemas, embebidos, robotica, computacional, zee;, zona económica, especial, industria, 4;, 2016, aurelio, nuño, rolando, zapata, bello, gildardo, sanchez, ante","La UP Yucatán cumple dos años de contribuir al desarrollo del ecosistema de innovación en Yucatán, formando al capital humano de alta especialización que la industria 4.0 demanda. En hora buena!",UpyucatáN,
Universidad Politecnica de Yucatan,KgtdGpgorP8,Jornada De ProfesionalizacióN De La OrientacióN Vocacional | Upy | Tele YucatáN,2020-11-30,1.27,13,1,0,"tele yucatan, tele yucatan te informa, yucatán, noticias yucatan hoy, yucatan, noticias yucatan, noticias yucatan de hoy, teleyucatan, tele yucatan noticias de hoy, tele yucatán noticias, noticiero tele yucatan",Las #Noticias más importantes de #Yucatán. Dale ME GUSTA en Facebook: http://bit.ly/2SGgY94 Síguenos en Instagram: http://bit.ly/38IGz74 Síguenos en Twitter: http://bit.ly/2Paf2Up,Tele YucatáN,
Universidad Politecnica de Yucatan,SXy6Pfw8BYM,#YucatáN Ya Cuenta Con Laboratorios De Ciberseguridad En La Upy Y La Utm,2023-02-06,3.58,441,19,0,,"#Yucatán ya cuenta con 2 nuevos laboratorios de ciberseguridad en la Universidad Politécnica (UPY) y la Universidad Tecnológica Metropolitana (UTM), únicos en su tipo en el sureste del país, con los cuales preparamos a nuestros jóvenes para que obtengan mejores empleos. En equipo seguiremos impulsando la educación y la preparación de las y los yucatecos.",Mauricio Vila Dosal,
Universidad Politecnica de Yucatan,i7w2mIOGW74,Gobernador Entrega La Segunda Y Tercera Etapa De La Universidad PolitéCnica De YucatáN.,2019-09-13,1.88,103,4,0,,GOBERNADOR MAURICIO VILA ENTREGA LA SEGUNDA Y TERCERA ETAPA DE LA UNIVERSIDAD POLITÉCNICA DE YUCATÁN.,Telesur YucatáN,
Universidad Politecnica de Yucatan,2CQbRsYyyrA,Avances De La ConstruccióN De La Upy,2016-10-14,1.3,348,6,0,"upy, universidad, politécnica, yucatán, siies, rolando zapata, idefey, tic, robótica, embebidos, big data, iot, akw, ingeniería, educación superior, ies","Conoce los avances en la construcción de la Universidad Politécnica de Yucatán, Institución de vanguardia que contribuirá al impulso de la industria de las Tecnologías de la Información y Comunicación en la región.",UpyucatáN,
Universidad Politecnica de Yucatan,7_-nTZipWJw,"Alberto LóPez, CientíFico De Datos De La Universidad PolitéCnica De YucatáN",2023-06-21,31.47,18,0,0,,"Smart Fest - Charla: Futuro urbano/ Futuro de paz en el marco de Smart City Expo LatAm Congress en Mérida, Yucatán, el jueves 25 de mayo",Centro-I,
Universidad Politecnica de Yucatan,mFj58Srx-00,Visita A La Upy,2016-12-07,0.6,535,13,0,"universidad, politécnica, yucatán, upy, tic, robótica, datos, sistemas embebidos, computación, gobierno, rolando, zapata, bello, siies, data science, big data, robotics, ai",Visita del Gobernador Constitucional del Estado de Yucatán a la Universidad Politécnica de Yucatán para entablar un diálogo abierto con los alumnos,UpyucatáN,
Universidad Politecnica de Yucatan,RxCFhd2s7hQ,YucatáN Competirá En El Torneo Mexicano De RobóTica Con Talento De La Upy,2025-05-07,1.72,28,0,0,,Yucatán competirá en el Torneo Mexicano de Robótica con talento de la UPY,Notirivas,
Universidad Politecnica de Yucatan,evreyjVXtrc,CáPsula Del Programa Hoy,2017-01-25,2.88,865,23,0,"hoy, andrea legarreta, televisa, inspector, upy, universidad, politécnica, yucatán, siies, robótica, sistemas, embebidos, computación, ingeniería, datos, big data, analytics",El Inspector realizó una misión especial y descubrió en Yucatán una Institución de Educación Superior de alta especialidad en tecnologías,UpyucatáN,
Universidad Politecnica de Yucatan,dTcabsEBClA,Estudiantes De IngenieríA Ganan Su Pase Para Ir A La Nasa,2024-07-18,2.03,685,14,0,"uno tv, uno tv noticias, news, noticias","Estudiantes yucatecos llegarán a la NASA y representarán a México en la International Space Settlement Design Competition. Karina, Ezequiel y Walter, son estudiantes de Ingeniería en la Universidad Politécnica de Yucatán y Universidad Autónoma de Yucatán. Ellos se postularon para participar en el proyecto y fueron seleccionados. En el torneo desarrollarán propuestas de asentamientos humanos en el espacio. Consulta la información completa: https://www.unotv.com/estados/yucatan/estudiantes-yucatec...",Unotv,
Universidad Politecnica de Yucatan,PsHkHCOLl3k,"Universidad PolitéCnica, Primera Escuela Sustentable",2018-02-21,1.57,26,0,0,"noticias, promovision, television, cancun, merida, chetumal, cozumel, campeche","Noticias Canal 10, somos un equipo de profesionales de la noticia y te mantendremos informado con lo mas relevante de lo que sucede en las principales ciudades del estado de Quintana Roo, Yucatán, del país y el mundo. Sitio Oficial: http://www.noticias.canal10.tv Síguenos en redes sociales Facebook: https://www.facebook.com/noticiascanal10 Twitter: https://twitter.com/noticiascanal10 Sitio oficial de la televisora : http://www.canal10.tv Todos los derechos reservados PROMOVISION DEL CARIBE SA D...",Noticias Canal 10,
Universidad Politecnica de Yucatan,lNBcfmXjd6Y,Laboratorio De Ciberseguridad De La Universidad PolitéCnica De YucatáN,2023-02-01,6.65,28,0,0,,,Infolliteras,
Universidad Politecnica de Yucatan,uhzzNvJtUIc,Inicio Construccion Universidad Politecnica,2016-01-08,2.45,15,2,0,,,Sipse Noticias,
Universidad Politecnica de Yucatan,oVdbn9QdSoA,"Universidad PolitéCnica, Atrae A Empresas Internacionales",2017-07-25,1.37,39,2,0,"noticias, promovision, television, cancun, merida, chetumal, cozumel, campeche","Noticias Canal 10, somos un equipo de profesionales de la noticia y te mantendremos informado con lo mas relevante de lo que sucede en las principales ciudades del estado de Quintana Roo, Yucatán, del país y el mundo. Sitio Oficial: http://www.noticias.canal10.tv Síguenos en redes sociales Facebook: https://www.facebook.com/noticiascanal10 Twitter: https://twitter.com/noticiascanal10 Sitio oficial de la televisora : http://www.canal10.tv Todos los derechos reservados PROMOVISION DEL CARIBE SA D...",Noticias Canal 10,
Universidad Politecnica de Yucatan,BETru9L2sMQ,MáS Del 50% De PróXimos Egresados De La Upy Ya Cuentan Con Empleo.,2020-02-08,0.98,40,2,0,,MÁS DEL 50% DE PRÓXIMOS EGRESADOS DE LA UPY YA CUENTAN CON EMPLEO.,Telesur YucatáN,
Universidad Politecnica de Yucatan,CGfGKjMAdJw,Universidad PolitéCnica De Yucatan (Upy) Entrevista Al Rector Ez,2017-07-12,14.72,75,2,0,"upy, universidad politecnica de yucatqam, universidad politécnica de yucatán, universidades, universidad politecnicas, oferta educativa, yucatan, merida, universidades publicas, sistema bilingue, universidades en yucatan, oferta educativa en yucatan, maestros, alumnos, ciudad de mexico, platicas de cafe con dana garcia, dana garcia, dana garcía, platicas de cafe, cafe, entrevistas, gobierno del estado, gobierno del estado de yucatan","Transmisión especial desde las instalaciones de la Upy en Yucatán entrevista al Rector Gildardo Sanchez Ante , platicamos sobre las ventajas al estudiar en la UPY . así como los procesos para inscripción y oferta educativa.",PláTicas De Salud Con Dana GarcíA,
UP Yucatan,c7WIbl4WXak,Yucatan - Up!,2020-06-06,9.08,3297,129,11,"yucatan, up, yucatan up, yucatan up!, yucatan up spirit zone recordings","Label: Spirit Zone Recordings ‎– SPIRIT ZONE 098 Series: Global Psychedelic Trance – Compilation Vol. 7 Format: 2 × CD, Compilation Country: Germany Released: Jun 2001 Genre: Electronic Style: Psy-Trance, Ambient",Adrian Cojocaru,
UP Yucatan,-Ui2tg5Z-Wo,Amanecí Biolent4 #Merida #Yucatan #Mexico,2025-04-08,0.57,111312,4460,275,,,Vicky Wolff,
UP Yucatan,grb0OPFTjoI,"Yucatan, Mexico'S Farewell Gift | Our Final Weeks In Mexico",2025-05-10,59.1,12913,972,138,"van life, overlanding mexico, slow roamers, pan american highway, yucatán, quintana roo, chichen itza, unesco, van life adventures, storyteller overland, van life food, van life cooking, chevy express 2wd, chevy express camper van conversion, diy, off road adventures, digital nomads, youtubers, landscape photography, aerial photography, van life dreams, travel couple, travel vlog, van life boondocking, belize, guatemala","After five months wandering through Mexico, it's finally time to leave. Our final two weeks are jam-packed full of adventure, epic swim spots and the never-faltering Mexican hospitality. We're going to miss this country dearly. It's been so good to us and has blessed our southward journey with a fine farewell. #slowroamers #panamericanhighway #yucatán #quintanaroo #chichenitza #mexicoadventures #livingthevanlife #youtubers #vanlife #chevyexpress #offroadadventure #overlanding #overlandinglife #m...",Slow Roamers,
